app,review_text,rating,date
Kilimall,good one I need more products from you guys pay on delivery,5,2025-07-13 14:16:49
Kilimall,"Great shopping experience, quality products, delivery very swift.",5,2025-07-13 11:22:09
Kilimall,"kilimall favours everyone and got affordable prices,plus has faster delivery",5,2025-07-12 00:46:00
Kilimall,The delivery was good,5,2025-07-11 10:05:07
Kilimall,"A very good app to do online shopping because it is easy to use but I have a complain with the shipping,it takes a long time for a good to be delivered please work on it.",3,2025-07-11 09:28:32
Kilimall,it's really available and easy to use ... delivery is speedy.. thanks to kilimall ♥️💯🤝,5,2025-07-10 09:51:46
Kilimall,very good and delivers on time,5,2025-07-10 09:08:39
Kilimall,this time kilimall you let down.when I ordered I wrote door delivery because I was busy but you referring me to pickup station.time of shipping to deliver very poor service kilimall,2,2025-07-09 22:04:19
Kilimall,"delivery fast, product as ordered very good 👍",5,2025-07-09 09:47:38
Kilimall,Very easy to track your orders. The delivery speed is impressive.,5,2025-07-09 09:22:33
Kilimall,"I liked the product, customer service and delivery speed",5,2025-07-08 10:51:03
Kilimall,I love how kilimall is fast and accurate in delivery and how the products are nice🥰,5,2025-07-08 10:31:02
Kilimall,"Great service, quick delivery and the exact product",5,2025-07-08 01:52:51
Kilimall,fast delivery and good products.,5,2025-07-07 03:25:11
Kilimall,exactly as ordered and delivery was fast.,5,2025-07-06 04:29:41
Kilimall,It came as ordered and delivery was good.am satisfied,5,2025-07-05 11:55:45
Kilimall,very good just as advertised.delivery was very fast,5,2025-07-04 10:20:07
Kilimall,Best ever... very fast delivery,5,2025-07-03 08:01:08
Kilimall,"Worst delivery app, wanachukua a whole week just to deliver a parcel from Nairobi CBD to Embakasi, Heri ujiendee tu vitu zako tao",1,2025-07-03 07:58:46
Kilimall,"My favourite Kenyan online shopping app. They have amazing products, good prices, delivery countrywide, and a return and refund policy if customers are not satisfied. Always a 10/10 for me.",5,2025-07-03 04:17:13
Kilimall,fast delivery and it reached my expectations,4,2025-07-02 11:37:27
Kilimall,"I loved my package, it fits perfectly can't wait to shop with you again",1,2025-07-02 11:20:41
Kilimall,"good online shopping, fast delivery I love it 💯",4,2025-07-02 02:03:07
Kilimall,This app offers very poor services. products on display are not the products delivered to you. I'm 100% disappointed. I can't recommend anyone to use this app.,1,2025-07-01 23:49:25
Kilimall,"quick delivery, what you expect is what you get",5,2025-07-01 08:11:48
Kilimall,the device is very amazing though delayed delivery,5,2025-07-01 03:39:33
Kilimall,Delivered on time,5,2025-06-30 11:54:49
Kilimall,The app is great actually the best .. Great discounts. Better products and the delivery services are fast and reliable.. They remain true to their words.. Thanks kilimall,5,2025-06-30 04:08:29
Kilimall,quality product and fast delivery 👌,5,2025-06-30 00:39:42
Kilimall,Kilimal is the best ...fast delivery,5,2025-06-28 12:56:07
Kilimall,"good package, thanks to kilimall",5,2025-06-28 10:47:40
Kilimall,very legit. Delivery is on time,5,2025-06-27 14:42:47
Kilimall,Product in perfect condition and delivered on time...I'll recommend this to anyone interested in making the purchase.,5,2025-06-27 12:28:54
Kilimall,The best online shop First delivery 💯 quality.,5,2025-06-27 03:07:35
Kilimall,The best online shopping app ever. I love it. great deals and delivery,5,2025-06-25 07:32:21
Kilimall,the product was delivered on time and in good condition,5,2025-06-24 03:04:05
Kilimall,Shavine Jamal thankz soo much kilimal I got my orders on time,5,2025-06-23 08:41:53
Kilimall,"This app is awesome and really great deals but it will be even better if the delivery speed will be more faster,looking forward to buying more stuff from you",5,2025-06-23 07:15:11
Kilimall,The product arrived on time,3,2025-06-22 22:13:03
Kilimall,As was ordered. Fast delivery. Keep it up.,5,2025-06-22 11:25:38
Kilimall,i really like kilimall their products are very very original and I love it .Good ones kilimall and your delivery a so fast 👏👏,5,2025-06-20 01:40:44
Kilimall,"I have loved your goodies, excellent service, quick delivery 🚚 and cost effective, friendly to customers.",5,2025-06-20 01:11:11
Kilimall,"so comfortable, delivery too was fast",5,2025-06-18 06:33:50
Kilimall,delivered fast and I really like it,5,2025-06-17 03:44:53
Kilimall,"the shipment was good ,and I received it on time.killmall is good for any online purchase",1,2025-06-16 21:11:24
Kilimall,good product and fast delivery 👌,5,2025-06-16 00:14:19
Kilimall,easy to use and delivery is done in time,4,2025-06-15 00:30:52
Kilimall,great delivery on Time,4,2025-06-14 02:40:17
Kilimall,would be brilliant but sellers DO NOT update tracking.,4,2025-06-13 23:00:53
Kilimall,"Always deliver my products as they advertised on the app.. I recommend killimall for online shopping coz it has fast delivery, legit products as they are advertised",5,2025-06-13 11:25:46
Kilimall,nice and fast delivery service 👌,5,2025-06-13 08:20:10
Kilimall,My order was delivered in time and it's a quality product 🔥💯,4,2025-06-12 09:47:44
Kilimall,"cheap, readily available but improve delivery day and we don't get SMS from the pick-up station",1,2025-06-11 11:49:43
Kilimall,"l love shopping with kilimall, fast delivery 🚚",5,2025-06-11 05:50:34
Kilimall,the delivery agent was so calm and kind love how fast my delivery took to arrive....I love kilimall,5,2025-06-10 10:19:22
Kilimall,nice online shopping offers cheap affordable genuine product and fast delivery.,5,2025-06-10 09:37:49
Kilimall,I'm very sad and disappointed cos I ordered bags and paid for them only to check one is missing and when you go and text them on the app they don't even read.so bad.,1,2025-06-10 07:49:57
Kilimall,"I love killimall and always buying products with you, fast delivery and in good condition",5,2025-06-10 05:29:12
Kilimall,"perfect,fast delivered ,good customer service 🙂",5,2025-06-10 03:52:32
Kilimall,love the offers always come in handy and the delivery is good highly recommend,5,2025-06-09 23:49:24
Kilimall,Has terribly slow delivery times. product shows that it will be delivered in 3-5 days and it ends up taking a full week.,2,2025-06-09 10:09:15
Kilimall,"the product was good ,they delivered what I ordered",5,2025-06-09 04:06:05
Kilimall,"Kilimall is the best online shopping platform, perfect product quality, and quick delivery.👍",5,2025-06-08 02:56:07
Kilimall,worse app never got my package,1,2025-06-07 13:01:29
Kilimall,I recommend kilimal.fast delivery quick return if uncertified.,5,2025-06-07 06:59:54
Kilimall,"everything is best exept for product actual size and disperch speed,, youd order. you'd order lets say a tv stand thinking it fit, length yes but other measurements?? mini,,, receive some product after 2 decades, product jus from nairobi which takes overnights to deliver now that delivery is very high",3,2025-06-07 03:54:35
Kilimall,your products take long to be delivered worst experience ever,1,2025-06-06 21:10:07
Kilimall,I really love the app 😁😁 it only delivery my order in just three days after making my order 😁😁,5,2025-06-06 09:12:18
Kilimall,The best app ever. Never disappoints.... My good always come on time and well delivered. 👏👏👏👏,5,2025-06-06 04:00:35
Kilimall,the dispenser is working well... delivery was faster,4,2025-06-05 03:03:52
Kilimall,so far all the items I have ordered from Killimal arrive in good condition and well packaged.,5,2025-06-04 23:19:17
Kilimall,Best delivery comp I advise tu try it on..it won't fail you,5,2025-06-04 01:43:49
Kilimall,there products are of good quality and fast delivery.,4,2025-06-04 00:20:12
Kilimall,"the whole thing is just legit👌... speed of delivery, products and the product tracking I just sertisfying 👍😄",5,2025-06-03 09:58:45
Kilimall,nice packaging... delivered as it is in the picture.... thanks sana kilimall,5,2025-06-03 09:51:29
Kilimall,am satisfied and the delivery was fast,4,2025-06-03 00:47:25
Kilimall,good prices qick delivery,5,2025-06-02 04:58:28
Kilimall,Good items and delivered in time,5,2025-06-01 23:40:54
Kilimall,Very fast on delivery.,5,2025-06-01 00:00:33
Kilimall,"Kilimall online shopping is reliable and affordable. The app is easy to use, delivery is fast, and products always arrive as described. I’ve bought several items like; electricals etc — all working perfectly. Highly recommend shopping here",5,2025-05-31 10:45:39
Kilimall,"Best e-commerce platform around town. Awesome products, good communication and product tracking, and a dedicated customer service team. 💯",5,2025-05-31 02:40:58
Kilimall,kilimall is the best online shop. quick delivery,5,2025-05-30 08:54:14
Kilimall,very fast on delivery,5,2025-05-30 05:27:01
Kilimall,Timely delivery,5,2025-05-29 11:04:23
Kilimall,received my package in time,5,2025-05-29 08:44:37
Kilimall,Nice nice although they should also have payments after delivery,4,2025-05-28 12:41:58
Kilimall,I love the fact what you ordered is what is delivered to you on time and we'll packaged,5,2025-05-28 00:03:15
Kilimall,I love the product the delivery was very fast thanks kilimall,5,2025-05-27 22:01:46
Kilimall,killimal its good but delaying on receiving,5,2025-05-27 16:31:35
Kilimall,My deliveries always arrive on time very good customer service best online shopping platform,5,2025-05-27 13:44:42
Kilimall,delivered on time.very genuine,5,2025-05-27 11:10:23
Kilimall,Great. Delivered as ordered,5,2025-05-27 05:52:18
Kilimall,the app is good but there delivery programs are guestionable like when they deliver you package they don't notify you earlier or by Email maybe I had changed my number like what happened to me now I had to pay twice coz the package was returned and yet I was not notified at all they should stop relying on only reaching someone by phone and inform someone if something has occurred but it's a good app but in that delivery process they should change,2,2025-05-27 05:23:29
Kilimall,"So recommendable app,fast delivery,low shipping fee ,good products",5,2025-05-27 05:17:00
Kilimall,It is a very good product. I enjoy using it. Thank you a lot Madam Mitchell for your timely and accurate assistance,4,2025-05-27 00:54:01
Kilimall,goods are easily delivered,5,2025-05-24 23:08:36
Kilimall,kilimall has made my life easier by bringing a site I can shop and get them delivered to my doorstep. good quality fair prices,5,2025-05-24 20:16:45
Kilimall,it's great I shop everything from here delivery time is fast and good 😊,4,2025-05-24 07:09:36
Kilimall,"Delivery on time,and you get what you actually asked for...whats on picture is the same in real",5,2025-05-24 02:14:51
Kilimall,"I love KiliMall so much I've been using it for sometime now, they have good products,fast delivery I recommend anyone to use KiliMall",4,2025-05-24 01:15:31
Kilimall,"Best prices, best delivery...every is good at kilimall",5,2025-05-23 22:40:47
Kilimall,they are not expensive ...and what I love about them they deliver on time,5,2025-05-23 03:45:44
Kilimall,Relatively fast delivery,1,2025-05-22 05:04:59
Kilimall,"Thanks to Kilimall you are the guy, your delivery is very fast.Thank you",5,2025-05-22 03:40:27
Kilimall,I love this app. Sells quality things in good condition and delivery on time,5,2025-05-22 03:07:46
Kilimall,killmal it's not a scam it delivers on time no need for doubts 😊,5,2025-05-20 23:14:39
Kilimall,"This is best shopping platform in Kenya, fast delivery and prices are affordable.",4,2025-05-20 10:58:09
Kilimall,"Great app,delivery is very quick and efficient,I haven't had any issue using the app at all",4,2025-05-20 10:11:58
Kilimall,"Kilimal is the best interms of pricing and delivery fees, though my ironbox came already brakes on the handle,it is very nice.",5,2025-05-19 19:06:31
Kilimall,Hello my kilimall app it's not working since morning even the site i don't know why. And i need to check my shipping location tracking,1,2025-05-19 02:33:08
Kilimall,I love your customer service. I received the product on time.,5,2025-05-17 11:38:42
Kilimall,"Delivery was 1 day. The good are as advertised, even better.",5,2025-05-16 22:57:14
Kilimall,"Outstanding Customer Service Experience I recently encountered an issue with a delayed return/refund and decided to contact customer service for assistance. I was fortunate to be assisted by Angelina, who provided exceptional support throughout the interaction. She listened attentively to my concerns, demonstrated genuine empathy, and acted swiftly to resolve the issue. Thanks to her professionalism and efficiency, the matter was sorted out much faster than I expected!",5,2025-05-16 06:34:02
Kilimall,"guys , for your safety try other online shops for me kilimall is a NO , you place an order , you're within Nairobi it takes 4-5 days to be delivered and still they deliver something different but almost similar from what you ordered on their platform, just do some legit business.",1,2025-05-16 05:48:53
Kilimall,delivered as expected,5,2025-05-16 00:45:22
Kilimall,fast delivery,5,2025-05-15 10:16:42
Kilimall,best product to spend money on as it was timely delivered and in very good state,5,2025-05-15 03:40:14
Kilimall,very reliable and very fast in terms of delivery and in terms of quality of products✅✅✅✅✅✅,5,2025-05-15 01:02:06
Kilimall,"best app ever to order products, fast delivery and quality good too are delivered.",5,2025-05-15 00:35:40
Kilimall,Kilimall products take so long just to dispatch or release products for delivery. Jumia usually delivers by the third day. You have a lot of room for improvement.,1,2025-05-14 07:36:19
Kilimall,"Thanks kilimall, package has arrived on time",5,2025-05-14 07:11:14
Kilimall,"I placed an order, and the delivery took longer than expected. After I called your agent, Angellina assisted me, and I finally received the order.",5,2025-05-14 04:45:19
Kilimall,great app.fast delivery,4,2025-05-13 04:18:07
Kilimall,"You are doing the best job guys.you are the best. thank you for your service, I got my package in time and in good condition.",5,2025-05-13 01:52:04
Kilimall,I had problems with my order delaying and one Elizabeth in the customer care department helped me get my product. Thanks Elizabeth,5,2025-05-12 01:52:02
Kilimall,"your riders are a mess, your agent Angelina assisted to do a follow up and my item was delivered after a struggle with your rider",5,2025-05-11 10:34:04
Kilimall,"So killmall nowadays are scammers,I never knew this app have so many inconveniences ,you combine two items together then fail deliver one and you say that delivery is completed,total thieves.Have scammed twice nkt, stupid app",1,2025-05-10 05:17:49
Kilimall,The delivery was fast and the items were very good. I love it,5,2025-05-10 01:03:36
Kilimall,I like kilimall Trust and timely delivery,5,2025-05-09 12:55:08
Kilimall,Nice delivery and in time,5,2025-05-08 06:18:53
Kilimall,my product was of good quality and the delivery was timely,1,2025-05-08 01:16:00
Kilimall,"I’ve really enjoyed shopping on Kilimall! The app is easy to use, delivery is fast, and the products match the descriptions. Great experience overall — I’ll definitely keep coming back!",5,2025-05-07 07:28:34
Kilimall,Timely delivery,5,2025-05-06 18:17:28
Kilimall,"Killmall is the best option you receive exactly what you order, no delays even when the product is coming from overseas, I just love shopping with killmall",5,2025-05-06 07:34:30
Kilimall,Delivery was very fast,5,2025-05-06 06:44:24
Kilimall,this is the best and affordable platform for you to make orders and receive your products on time,5,2025-05-06 04:52:38
Kilimall,"kilimall is the best app to buy goods from,I ordered goods yesterday and it was delivered the following day. Thank you very much Kilimall 😊",5,2025-05-06 03:21:46
Kilimall,save and faster delivery.,5,2025-05-03 11:10:54
Kilimall,"Product is perfect, delivery speed very fast. Good value for money",5,2025-04-30 17:08:58
Kilimall,hii nayo ni noma....💖💖💖I love it.Delivery was very fast,5,2025-04-30 15:04:49
Kilimall,"I ordered four products, and three came at the same time, The fourth i was late to pick it up, and that's how it disappeared. I went to check at the pick-up station, and I found out that the product had been signed, not by me.And that was the end for me shopping from kilimall. No refund 😕 I think I don't trust shopping at Kilimall anymore...",1,2025-04-30 10:34:36
Kilimall,You guys made a mistake and decided to pin me as the bad guy. Next time transport delicate goods with care and stop assuming that the puny little package of yours is strong enough to avoid damages. And like I said I'm never shopping with you guys again,1,2025-04-30 10:04:00
Kilimall,Thank you so much for the faithful service. I received my techno pop8 64gb. Having bought it as a surprise gift. it never disappointed me up to date. I really appreciate kilimall. delivery was within one working day. I ordered on Friday night and received in on Monday at 3:00pm. It was really timely delivered. thanks. will buy again from kilimall.,5,2025-04-30 03:19:02
Kilimall,good in delivery,5,2025-04-26 06:57:24
Kilimall,kilimall is the best in order delivery and order tracking nothing u can lose in kilimall,4,2025-04-26 01:32:57
Kilimall,Satisfied with the customer care team and delivery,5,2025-04-25 23:22:15
Kilimall,very easy and fast delivery,5,2025-04-25 09:14:56
Kilimall,They are good in shipping management.Returns if there is a problem with the package,5,2025-04-24 10:35:07
Kilimall,Delivery is on time.,5,2025-04-24 09:05:34
Kilimall,some products were delivered early some really delayed,4,2025-04-24 01:40:07
Kilimall,I recently bought a pair shoes. Delivery was abit late and that was a concern. Miss Margaret helped calm my nerves. i got exactly what i ordered but deliverly time need to as promised.,4,2025-04-24 00:29:04
Kilimall,"on point and on time, got whatever I ordered good job keep it up",5,2025-04-23 22:47:07
Kilimall,"kilimall is the best ,it's fast in delivery and the product is of high quality",5,2025-04-23 21:45:10
Kilimall,nice service for kilimall online delivery,5,2025-04-23 11:49:36
Kilimall,"wow wow wonderful service, delivery on time, will use kilimall every always,",5,2025-04-23 01:58:29
Kilimall,kilimall faster and affordable. easy to assess and placing of order is customer friendly. fast delivery and packaging. please be testing the electric gadgets before dispatch otherwise the app is good,4,2025-04-22 23:43:46
Kilimall,"I made an order with kilimall and the delivery guy was kinder unwilling to deliver the products, I called the customer service and your agent Angellina was really helpful. She made arrangements and I received my items. Very caring and exceptional customer experience 👏",5,2025-04-22 23:05:29
Kilimall,I odered my package on 14th and its now 23rd i have not yet recieved my package yet you indicated 3-7days delivery. I am pissed off and thats how i have left kilimall.,1,2025-04-22 02:59:55
Kilimall,I received my package on time.,5,2025-04-21 20:27:38
Kilimall,nice app for buying and with a quick delivery,5,2025-04-17 10:52:09
Kilimall,Fast delivery product is old enough android 8,5,2025-04-16 20:56:36
Kilimall,Your are doing a nice job but kindly improve on your delivery schedule.,3,2025-04-16 18:28:29
Kilimall,"Brilliant app,my order delayed and a customer care handled it. Good customer service from Elizabeth. Cheers",5,2025-04-15 23:08:06
Kilimall,"delivery was fast and convenient, the product was exactly my choice👍",5,2025-04-15 22:54:16
Kilimall,quality products and timely delivery,5,2025-04-15 11:00:03
Kilimall,killiman is the most affordable platform with timely delivery 🚚....the best,5,2025-04-15 10:30:44
Kilimall,I placed my order and I wanted a fast delivery because it was a gift thanks to kilimall customer service Elizabeth she made it happen am grateful,5,2025-04-15 06:54:28
Kilimall,"very convenient,though some items take long to be delivered though they are inbound.He customer care is helpful,I could have given 5 but your system picked my previous shipping address instead of my default one and having the orders reverted to my default has been a hustle.hectic and cumbersome.",4,2025-04-15 01:03:56
Kilimall,"delivery on time unlike the normal Kenyan saying ""nakuletea sai ata nimefika hapa kwa corner karibu na main gate"" - av reached the venue of delivery as a matter am at the main gate yet the purchased product has not even left the warehouse, #asantekilimall",5,2025-04-14 08:01:13
Kilimall,good marketing place enjoygood discount by buying from kilimall thank me later😊,5,2025-04-14 02:48:33
Kilimall,"Looking for unquestionable high product quality and service delivery, look no further... this the place",5,2025-04-13 06:41:28
Kilimall,Timely delivery.I love kilimall,5,2025-04-13 05:28:58
Kilimall,Always on time and delivers perfectly.Can be counted on,5,2025-04-12 04:00:29
Kilimall,"""I recently had a fantastic experience shopping online with Kilimall! The whole process was smooth and easy, from browsing their huge selection to getting my order delivered right to my door. I highly recommend giving Kilimall a try for all your online shopping needs!""",5,2025-04-11 03:53:05
Kilimall,"One of the worst and most unresponsive platforms ever. Zero respect for delivery timelines. Good luck getting your refunds for undelivered goods! - I followed all that raising a ticket even as far as doing emails, and yet no one can tell me where my package is! Your systems seem to be ineffective and your teams' responses are unprofessional to say the least!",1,2025-04-10 23:40:31
Kilimall,"download killmall app, and do purchases within the app, their products are of fair prices. they deliver their products within the stipulated time",5,2025-04-10 08:54:02
Kilimall,delivery is good and product are amazing,5,2025-04-10 08:19:20
Kilimall,"I’ve been a customer of Kilimal Kenya for a while and overall, they offer a good selection of products with decent customer service. However, their delivery times can be very slow, and on a few occasions, electronic items arrived with damaged parts. While I understand delays and shipping issues, improving delivery efficiency and packaging could make the shopping experience better. Despite these concerns, they offer great variety and pricing.",4,2025-04-10 05:21:50
Kilimall,nice and faster in delivery..best quality items,5,2025-04-10 02:50:58
Kilimall,"easy purchase online and quick delivery, I love kilimall",5,2025-04-09 10:09:25
Kilimall,Slow delivery.,1,2025-04-08 10:52:26
Kilimall,"kilimall is true and honest. delivery speed so high, I thought the item was delivered by a chopper",5,2025-04-07 08:03:25
Kilimall,goods dont get delivered on time some are send to wrong aderess and lastly very poor customer care ..jumia is a bit expensive but trust me its better of .now my product is missing,1,2025-04-07 01:49:05
Kilimall,Kilimall is the best app..However I ordered for V646 woofer and what was delivered was v643..Have not opened it and am not getting any response on what should be done..Since I don't like what I got because its not what I ordered for,5,2025-04-06 23:32:01
Kilimall,five star though you should introduce pay on delivery,5,2025-04-06 22:37:05
Kilimall,"quick delivery,very affordable and the items you need are always available ❤️",4,2025-04-06 22:36:56
Kilimall,Reliable Shopping app. Fast delivery,4,2025-04-05 14:01:17
Kilimall,Quick delivery. Good product. Satisfied.,5,2025-04-05 10:36:34
Kilimall,"The app allows sellers to deliver fake items. Nowadays, I can't even upload a picture of the delivered item. Also prevent anonymous rating of the goods.",1,2025-04-05 04:06:55
Kilimall,Quick delivery worth the price,5,2025-04-04 21:34:15
Kilimall,The best app... Very impressive tracking process.. 💪,5,2025-04-04 09:27:24
Kilimall,Delayed delivery,1,2025-04-02 09:57:47
Kilimall,poorest customer service and resolution. kept getting outmated responses after returning a substandard item they delivered. I still havent gotten my replacement. be warned!!,1,2025-04-02 08:58:25
Kilimall,The speed of delivery was impressive,3,2025-04-02 06:34:02
Kilimall,ilike delivery,5,2025-03-31 00:16:08
Kilimall,my package was delayed for along time and they not coparate with customers poor customer service calling this a shiet,1,2025-03-30 23:51:46
Kilimall,latest update is a mess. stopped since it's update..I have to uninstall,1,2025-03-30 20:34:45
Kilimall,Rated and estimated delivery 7 stars,5,2025-03-30 01:29:27
Kilimall,"Their products are great. When you need to do is don't rush to order a product,first go through all the kind of the same product from different sellers as this will help you go with the best price and best product.(Their are many sellers with different prices for the same product.) Also,what I love is the delivery process. Its so fast. Imagine within one day you have your product at the pick up station.",5,2025-03-29 23:16:06
Kilimall,"Quality Products,,, Faster Delivery. Highly Recommended🔥🔥",1,2025-03-29 11:20:43
Kilimall,The best app for delivery and its items are so legit,5,2025-03-29 10:05:20
Kilimall,its a guarantee the packages will arrive,5,2025-03-29 06:28:50
Kilimall,"kilimall is the best.you get exactly what you order,and best part is the cargo tracking part,so detailed, absolutely amazing.",5,2025-03-28 02:24:36
Kilimall,"it's good I used to doubt if anything will be delivered bit it came through,,,,,thank you kilimall",5,2025-03-28 02:18:58
Kilimall,Reliable and also quick delivery 💯,5,2025-03-27 05:25:42
Kilimall,Absolutely disappointed by this app. Shipping takes forever unlike Jumia which is a bit faster in my opinion. Has a lot of discount offers but then the charges are hidden when it comes to shipping cost so your not really saving any money. Once my package arrives definitely uninstalling!,2,2025-03-27 00:56:24
Kilimall,excellent goods and fast delivery,5,2025-03-26 06:56:45
Kilimall,it's legit and delivery is on time 💥the deserve 5 stars,5,2025-03-26 04:24:07
Kilimall,"This App is fantastic and Awesome!To me it is my best online shopping App! Thanks,Kilimall online shopping store, delivery very fast and efficient!",5,2025-03-25 15:49:39
Kilimall,"It's a good shopping site, cheaper products available. The only downside is that they have no pay on delivery option even to customers",5,2025-03-25 13:32:30
Kilimall,"Thanks kilimall, you delivered exactly what I ordered...",5,2025-03-24 07:48:31
Kilimall,"it is so fast 💯🎉👍🚛 delivery, keep it up",5,2025-03-23 08:26:19
Kilimall,kilimall is the best site to order good products and the fastest in delivery thanks kilimall.,5,2025-03-23 03:02:42
Kilimall,delivery fee so high,4,2025-03-22 00:23:39
Kilimall,kilimall is the best online business where you purchase a product and it will be delivered to you without any delay ☺️💯💯 it is what you need 🙏,5,2025-03-21 21:21:07
Kilimall,good product and on time delivery,5,2025-03-21 12:29:02
Kilimall,product is so good delivery in time,5,2025-03-21 06:40:23
Kilimall,"I made an order on 3rd this month, I was notified it will arrive in 3-6 working days. After six days the item was still not delivered and I had to call customer service, I called for almost a week with no assistance until I talked to Angellina Mweni, she stepped in and assisted, she spoke to the logistics manager and I got my refund",5,2025-03-20 01:56:30
Kilimall,I made a delivery which was a bit slow but called customer care and Angellina was really helpful!I liked her services 👌,5,2025-03-20 00:17:19
Kilimall,amazing the product are exceptionally good and are always delivered on time .... bravo my people,5,2025-03-19 21:37:49
Kilimall,Very affordable and fast in delivery,5,2025-03-19 06:54:03
Kilimall,"Good service,fast delivery and affordable prices",5,2025-03-19 06:28:56
Kilimall,"Great customer service by Angeline. I paid for the wrong order and realised hours later, contacted Kilimall and was assisted to reverse and place the right one. Awesome",5,2025-03-19 00:32:46
Kilimall,"The customer service is pathetic! After sale service is pathetic. Some sellers deliver substandard goods and the app management does nothing to regulate the quality. Really pathetic! Their major competitor may have higher prices, but they also have higher standard! These ones are a scam! They make up policies when there is a complaint! Don't buy from here! It is pure scam.",1,2025-03-18 08:04:56
Kilimall,"so far i have trust in kilimall products... exactly what you order, low prices, unique roducts and quick delivery.... I LOVE KILIMALL🥰",4,2025-03-18 06:42:59
Kilimall,"Their service delivery is top notch,not more than 24hrs and I had the device in my hands 😁",5,2025-03-18 00:50:59
Kilimall,"My item took longer than expected to be delivered. I was so angry and frustrated. However, I called customer care, and she explained to me what had caused the delay, thereby handling me professionally with a lot of patience n understanding. Her name was Abby. I finally got my item in peace. Am a happy customer!!!",4,2025-03-18 00:42:39
Kilimall,"Super slow delivery. Why the f am I waiting for my order for a whole fing 10 days na niko in Thika. Order stuck in transit in the app. They used to be good initially but recently, trash delivery service.In 2025, with akina Pandamart and so on, I use Kilimall for convenience. If this is they trajectory, I'd rather cancel my order and go in person to shops. The customer service is also too slow to respond. Kilimall, fix your mess!!",1,2025-03-17 23:53:06
Kilimall,"it was delivered on time and Quilty was good, kilmall is doing well,I will use it again and again",5,2025-03-17 12:28:30
Kilimall,kilimall online shopping has quality products and and fast delivery for clients,5,2025-03-17 11:58:32
Kilimall,the delivery was in time but delivered to a wrong pick up station. intead of Kyuso in mwingi it landed in Kitui Town.,5,2025-03-17 00:31:57
Kilimall,iko poa. delay in delivery by,5,2025-03-15 15:33:29
Kilimall,"I like your things but try to speed up a little bit, you delay so much, like now I have ordered since last week and never arrived until now. thanks",5,2025-03-15 05:37:45
Kilimall,"The worst decision i made using this app, slow deliveries, unprofessional delivery agents, it took 10 days for my order from Nairobi to Malindi to arrive in kilifi via mombasa only to receive an update that it has been packed and headed for Mombasa!!!!! Customer care takes ages to respond,,, delivery agents won't pick untill you call several times.",1,2025-03-14 23:32:10
Kilimall,your product is genuinely good and delivery is faster ✨️,5,2025-03-14 12:21:00
Kilimall,"best online shopping site..fast delivery, variety of products at a discounted price",5,2025-03-14 08:35:24
Kilimall,"Fast delivery,cheap products,five star satisfaction",5,2025-03-14 07:59:05
Kilimall,"liked the shoes, so comfortable and delivery was fast.",5,2025-03-14 04:05:52
Kilimall,"delivery is on time,I love kilimall😇👌♥️♥️",5,2025-03-13 11:43:02
Kilimall,The delivery arrives on time and the person that delivered (Alex Mutei Mutete) has really got etiquette ..good job !!🙌,5,2025-03-13 09:59:12
Kilimall,delivery is on time,4,2025-03-12 00:42:08
Kilimall,very awesome... speedy delivery 💯,3,2025-03-11 22:52:34
Kilimall,good and fast in delivery,5,2025-03-11 22:05:07
Kilimall,Quick delivery.Received good service from Abby,5,2025-03-11 09:18:23
Kilimall,"good app, nice service delivery, & good customer care desk (Margaret) who always work to give immediate feedback & swift follow up upon any enquiry.",4,2025-03-11 05:49:52
Kilimall,fast delivery I highly recommend killi,5,2025-03-11 00:43:47
Kilimall,"The products are good 💯💯💯💯 delivery is on time, well packaged, good s came as I expected❤️❤️❤️❤️ much love to Kilmal ❤️❤️❤️❤️❤️",5,2025-03-11 00:32:19
Kilimall,very fast delivery the device is ok,5,2025-03-10 06:37:56
Kilimall,Take too long to respond to queries. Dispatch information doesn't tally with actually delivery,3,2025-03-10 02:52:59
Kilimall,Kilimall is good and have faster delivery,5,2025-03-08 23:34:49
Kilimall,I love using Kilimall for their speedy response and transparency in product delivery,5,2025-03-08 13:54:58
Kilimall,delivery took too long and it's just within kenya,3,2025-03-08 06:41:36
Kilimall,"I recommend this app, fast delivery and proficient customer service(Margret).Thank you so much for helping me get my missing package without delay.",5,2025-03-08 01:41:44
Kilimall,I have bought all of my staff including my latest purchase of a brand new Samsung smartphone through kilimall and it's a game changer.try it and you will live to enjoy.,5,2025-03-07 12:52:58
Kilimall,first delivery thank you killmall,5,2025-03-07 08:11:49
Kilimall,I got the net in good condition and package,1,2025-03-07 07:33:30
Kilimall,I think everyone should do shopping online through kilimall...very fast and free delivery 😁😊,5,2025-03-06 07:08:46
Kilimall,Delivery is so fast,5,2025-03-04 03:50:11
Kilimall,Free delivery,5,2025-03-04 02:28:33
Kilimall,Kilimall is the best ever I've received my products on time and they are of high quality....their service is too cool 😎,5,2025-03-03 10:11:32
Kilimall,the package was delivered well and on time without any delay ... kilimal good platform ever,5,2025-03-03 03:49:05
Kilimall,Kilimall delivery is always the best.. Just love it,5,2025-03-03 02:59:55
Kilimall,"Good shopping experience also the customer care service is excellent, I recently had a problem with my delivery and contacted customer care and I was guided through the process very well by one of the lady known as Elizabeth Charles, she's someone who knows what she's doimg. Kudos Elizabeth!!. Killimall dispatch team you need to up your game when it comes to delivery",5,2025-03-02 23:15:02
